Marker	Ch1	Ch2	Ch3	Ch4	Ch5	Ch6	Ch7	Ch8
1	54E5C	43005	3EEC6	4FB4A	10412	D85F	799F	7B23
1	8EC0C	6F230	6735C	859E6	19EFE	157F6	C515	C77D
1	DA9E	10BD3	10F20	E640	AA2C	A34C	8E76	8EAF
1	5DBAE	861FE	8BB56	6756F	5E3A1	5A8C2	510A8	50252
1	1AD8A	269D7	286EE	1D8BC	1AB07	19A15	16E15	168DF
1	54617	4267A	3E52A	4F249	FEE3	D3D0	76FE	798C
1	8E723	6EB19	66C0A	853CB	19B20	15485	C2FC	C695
1	D950	10A17	10D54	E4CB	A8B2	A1E0	8D43	8D6B
1	5D74B	85CDE	8B603	670CE	5DEF3	5A444	50DBF	4FE72
1	1ADFE	26A94	287A0	1D944	1AB60	19A6D	16EBC	1693E
1	554A4	4340B	3F2BB	500CB	C00000	8EF5D	6F3C3	67515
1	DC03	10C96	10FC7	E790	ABCD	A4F7	9039	9073
1	5E946	86F8E	8C8A3	68343	5F10D	5B5E5	51D5F	50EC6
1	1B26D	27059	28D97	1DDFC	1AFC0	19E93	17225	16CCE
1	54E75	42EC8	3ED89	4FAD5	100FE	D5C3	7840	79FC
1	8F28F	6F570	6767D	85F0B	19D8C	156CF	C494	C77A
1	DA4A	10ADC	10E02	E5CC	A95A	A27F	8DCF	8DF7
1	5DC6F	863F6	8BCE4	676C8	5E47B	5A98F	51232	502DA
1	1B016	26DF9	28B2C	1DBAC	1AD89	19C77	17074	16AEA
1	54531	42813	3E6E2	4F2B7	FFE8	D4BD	77BE	7A20
1	8ED9A	6F2B2	67377	85B68	19D5B	15684	C49B	C7E7
1	DE82	10FD9	112F8	EA4F	AD42	A652	9151	9171
1	5EC7E	877C4	8D0BF	68850	5F499	5B94C	520A1	51116
1	1B1C0	26FFD	28D26	1DD89	1AF32	19E1A	171F0	16C58
1	54C6D	42FEF	3EE68	4FA1D	103D1	D81B	79D1	7B58
1	8F59C	6FB2D	67B22	86388	1A104	159A3	C6A8	C92A
1	E162	11367	1168A	ED49	AFF1	A8F1	93BA	93D9
1	5F45C	8812B	8D9AE	6901F	5FC33	5C0DC	527A7	51837
1	1B104	26E8F	28B62	1DC93	1AE64	19D5D	17154	16BCB
1	54FCC	430EC	3EFE9	4FC8F	1016A	D607	787B	79E9
1	8EDB8	6F3BB	675AB	85B60	19D51	15682	C4A3	C707
1	DC15	10D0A	1103B	E7C6	ABB6	A4D1	8FF8	9015
1	5E2B6	8680C	8BFF5	67D25	5EAEB	5AFDF	51837	508BC
1	1AEE2	26B41	287F3	1DA45	1AC68	19B66	16F8E	16A03
1	5539C	4359A	3F4E8	500B7	1044C	D876	79D6	7B63
1	DB04	10B2F	10E44	E67E	AA5D	A388	8EE5	8F02
1	5E33A	8676E	8BF6C	67D14	5EB3C	5B049	51921	50982
1	1B234	26FB7	28CAC	1DDC8	1AFA0	19E86	1727A	16CD5
1	54C20	42F7D	3EE44	4F95C	10222	D6B0	78ED	7B46
1	8F75D	6FD00	67D9C	864CC	1A035	15909	C639	C973
1	DCA6	10D4B	1105B	E839	AB17	A44B	8F5D	8F7B
1	5E546	86D1C	8C533	67FF6	5ED41	5B306	51A1C	50A74
1	1B22B	27002	28CDD	1DDD6	1AF98	19EBA	17245	16C98
1	54073	42455	3E3CA	4EDA1	10071	D579	77F9	7A56
1	8ED83	6F2FC	67491	85A82	19ED8	1582F	C52F	C887
1	DBF0	10C08	10F04	E748	AA4E	A37B	8ED1	8EF5
1	5E288	86874	8C00E	67C6F	5EA45	5AF84	5185C	508D6
1	1B21E	26FFF	28CCB	1DDBA	1AF7B	19E6B	17245	16CA7
1	545E1	4299E	3E8E1	4F313	101C9	D65C	7892	7AF3
1	8F616	6FA50	67B55	862D6	1A04F	1590E	C5E6	C935
1	DE0C	10E6E	11159	E98A	AC1A	A54B	904D	906F
1	5EEFB	879B1	8D170	68A87	5F72E	5BCA5	522DE	5131E
1	1B61A	275C2	292B9	1E241	1B38F	1A283	1759D	16FE3
1	53AEE	41F72	3DFFD	4E93B	FFA4	D4C5	779F	79E5
1	8F51F	6F778	6792A	8628C	1A039	15963	C605	C949
1	DD3D	10C73	10F2A	E86D	AA74	A3B1	8EF2	8F12
1	5E8B0	87044	8C7B6	6832A	5F0D0	5B66D	51DF9	50DF4
1	1B64B	27638	29346	1E25E	1B3B5	1A299	175BD	16FE8
1	5477F	42AC8	3EA11	4F497	10005	D50C	779F	79E4
1	8FF65	70192	68280	86B7F	1A098	159BC	C606	C948
1	DC5D	10B90	10E3D	E78D	A9D0	A30E	8E42	8E60
1	5E861	870F1	8C817	6830E	5F0E4	5B668	51D66	50D46
1	1B7AB	27875	2959B	1E3EB	1B52E	1A400	176E8	17107
1	8FDDA	70073	68503	86B7C	1A2A3	15B7E	C701	CA3B
1	DABC	108BF	10B5C	E5A2	A79C	A0D2	8C27	8C4F
1	5E037	8646C	8BB97	679E7	5E98B	5AE64	515DF	5060D
1	1B7FB	278A9	295F0	1E443	1B5C9	1A44E	1771C	1714A
1	52388	40A0A	3CC4C	4D1BD	FABF	D053	7515	772C
1	8EDB2	6EF74	67318	85A2D	19F38	1583C	C536	C86A
1	D964	107E2	10A7F	E463	A59F	9EBF	89F8	8A18
1	5D995	8629E	8BA52	67422	5E35F	5A7C8	50E90	4FE90
1	1B842	279E6	29754	1E4AA	1B637	1A49E	17741	17162
1	53447	41A38	3DCB9	4E270	FF60	D44C	7722	7961
1	90098	70056	68422	86C8D	1A314	15B79	C6CE	CA1E
1	DB74	10986	10C14	E64A	A739	A062	8BA5	8BC3
1	5E28A	86C62	8C463	67CF4	5EC34	5B0B6	517C0	5077B
1	1BA5F	27D33	29AF7	1E6FA	1B85D	1A6B5	17948	1734D
1	51F12	407D8	3CA2A	4CDF2	FA1D	CFC4	74BE	76B7
1	8FEB9	6FDBE	67FF7	86A9E	1A172	15A26	C635	C945
1	D9A2	105BB	107EE	E40B	A3BA	9CF9	8889	88A8
1	5D732	85AD0	8B20C	670B7	5E0CC	5A5B7	50E13	4FDBA
1	1BBC2	27EA6	29C6F	1E896	1B9BB	1A806	17A80	17478
1	525D6	40D6D	3CFE1	4D480	F8E2	CEAD	740E	75FD
1	8FF46	6FE35	6814C	86B3E	19FEA	158E0	C575	C87B
1	D830	103A5	105DE	E228	A257	9BE1	87A4	87C2
1	5D6DE	8569A	8ADD4	66D83	5DCD0	5A35A	50C80	4FC19
1	1BD30	27FC2	29DAE	1E98D	1BA7A	1A905	17B86	17573
1	528F9	4121D	3D500	4D801	FCED	D241	760B	7822
1	90442	703C8	68746	87033	1A350	15BE2	C722	CA44
1	DB1E	107C1	10A02	E59E	A595	9ECE	8A38	8A5C
1	5E32C	86BF3	8C3AF	67DB7	5ED56	5B1CE	518CF	508A1
1	1BF13	283BD	2A1DD	1EC47	1BD33	1AB4F	17D59	1C000
1	90375	7003F	6832A	86EFE	1A0E1	159C9	C62B	C919
1	D8A9	10474	1068D	E2ED	A22F	9B59	86F4	8718
1	5D283	85779	8AE0D	66BFC	5DD14	5A165	50A41	4FA1A
1	1BCD8	28081	29E2F	1E9C8	1BB28	1A93E	17BBE	175C0
1	5255C	40D18	3CF88	4D407	FA95	D02B	7516	771B
1	90811	70487	68717	87331	1A307	15B8B	C749	CA6A
1	D9D1	10610	10838	E432	A3B7	9CE3	8876	88A0
1	5DB16	862AA	8B9E4	67537	5E532	5A94B	51185	50183
1	1BE9B	28314	2A10A	1EBBC	1BCBE	1AABC	17CFB	17706
1	520A1	40A57	3CD32	4CFFC	FA97	D014	74F2	76F1
1	90B45	707FE	68AB0	876B7	1A426	15C63	C7B2	CAC2
1	D97A	10516	10721	E3B9	A29F	9BCB	875A	8783
1	5D8D7	86000	8B74E	6732E	5E393	5A772	50F6D	4FF6D
1	1C00F	28538	2A367	1ED73	1BE60	1AC35	17E40	1784A
1	51B7E	405BD	3C8AD	4CB06	F9FE	CF8C	74B7	76B0
1	90B2E	707DB	68A82	876A4	1A4E3	15CE4	C7FB	CB0D
1	D8EF	1035F	10587	E2BE	A11F	9A86	862C	8653
1	5D52F	85665	8AE98	66D0A	5DC4F	5A1EE	50AB5	4FA95
1	1BFF9	28452	2A2B1	1ECFB	1BDB2	1ABDC	17E10	17811
1	5184D	40372	3C68F	4C811	F8C3	CF79	74C3	76AC
1	90B69	70829	68AFB	876FC	1A43D	15D58	C874	CB62
1	DBAF	1073C	1096A	E608	A424	9D40	88A7	88C5
1	5E397	86D94	8C682	67F28	5EE6B	5B1D3	518F5	50896
1	1C3B6	28A45	2A8F6	1F188	1C20F	1AFB9	18177	17B63
1	50EED	3FC21	3BF95	4BF39	F5CC	CCC8	7355	750B
1	90A22	707AC	68A70	875E8	1A30E	15C10	C7CF	CA8E
1	D62A	FED9	10132	DF87	9D51	96DC	82CB	82F2
1	5CE39	84B6F	8A74A	66541	5D58B	59B9A	504B4	4F4A8
1	1C502	28AD6	2AA87	1F273	1C2BD	1B0B1	18249	17C50
1	90EBA	70C90	68EE4	87ABA	1A4AC	15D6A	C892	CB5D
1	DBF0	10532	1077E	E58B	A2C5	9C39	87C6	87EC
1	5E437	86375	8BE75	67C5D	5EBFE	5B1C9	5192B	50931
1	1C6B1	28C43	2AB83	1F430	1C490	1B288	183EF	17DFD
1	51D73	4086C	3CB55	4CD3D	F9E5	CF71	74D0	76A6
1	91E5C	717BD	6993B	88901	1A7BA	15F2C	C993	CC67
1	D998	10338	10523	E31B	A02E	99A2	854B	8568
1	5D9D9	85D6C	8B5EB	671E8	5E19C	5A774	50F64	4FF0C
1	1C60E	28CA7	2AB67	1F39A	1C3F0	1B1E8	18359	17D49
1	5148A	400D9	3C3D8	4C4A2	F595	CC98	7351	74D3
1	91F3D	71841	6994F	889B1	1A5EE	15E77	C95F	CBCC
1	D7C7	10020	10245	E0FE	9D6D	96EA	82CB	82EB
1	5CE75	84D27	8A821	66592	5D594	59B90	504D9	4F492
1	1C5A0	28C1B	2AB76	1F334	1C349	1B130	182B8	17CB0
1	5125A	3FFD8	3C328	4C2B7	F738	CE07	7405	75AD
1	91A06	714CC	696A1	884BC	1A6B6	15F23	C999	CC2F
1	D9A4	101BF	103D5	E2E6	9F94	9913	84E4	8505
1	5DAB8	85911	8B391	6726A	5E1FA	5A7ED	51031	50012
1	1C87B	28F8C	2AEF2	1F64A	1C61F	1B3F9	1851D	17F1D
1	511D6	40009	3C34E	4C29C	F74A	CE16	7405	75AE
1	91939	714BE	6966A	8848B	1A6A4	15F17	C991	CC2B
1	D735	FF94	101B9	E07C	9D27	96A7	8282	82A0
1	5CD80	84DBE	8A8BE	66538	5D526	59B0B	503D6	4F37C
1	1C5AA	28D06	2AC8E	1F369	1C37B	1B159	182B7	17CA5
1	511BA	3FF2D	3C23D	4C23A	F5C8	CCB6	7339	74C8
1	91CEA	716E8	69817	887AD	1A65B	15EC0	C95F	CBD0
1	DEDE	1082C	10A50	E88B	A48C	9DE7	893D	8958
1	5EFD6	87526	8D048	689DF	5F6E4	5BC30	5226B	51205
1	1CA72	29290	2B21B	1F89E	1C802	1B5C7	186C5	180B1
1	28AC8	820158	81E302	262FE	7BAE	80671C	803A13	3AEA
1	DC83	1055B	1076F	E606	A247	9BB2	872E	874A
1	5E9ED	86F20	8C9EC	68389	5F130	5B6A1	51D3F	50CE9
1	1CBEF	2952F	2B4D4	1FA3C	1C98B	1B743	18820	1820E
1	50DE7	3FBE8	3BF44	4BE6A	F5D1	CCC5	737A	750E
1	91A88	714CA	6965A	88521	1A659	15EC5	C9BE	CC43
1	D8C1	10073	10270	E1F1	9E4B	97C6	83A2	83C3
1	5DAE1	85B59	8B691	67344	5E252	5A80B	5102A	4FFED
1	1CBCD	294D7	2B4CD	1FA0C	1C96F	1B728	18815	18208
1	51191	3FE1F	3C154	4C168	F558	CC50	7312	74B7
1	92417	71B7F	69C79	88D9A	1A6D1	15F02	C991	CC2F
1	DAA4	10277	10468	E3D3	9FA7	9919	84E3	84FC
1	5E078	86255	8BD45	678F3	5E848	5ADD8	51617	505AD
1	1CC7B	295BC	2B58A	1FABA	1CA44	1B7ED	188EF	182D9
1	50E16	3FC08	3BF53	4BE9B	F794	CE40	743F	75DA
1	92430	71C45	69D22	88E26	1A99C	1614D	CB03	CD7B
1	D841	FF7B	1014D	E147	9CE0	9651	823B	8260
1	5D3DC	85358	8AD71	66BEE	5DBA5	5A164	50A1B	4FA03
1	1CB3F	29424	2B3B7	1F980	1C907	1B6B9	187B3	181AC
1	505F8	3F3B8	3B6D5	4B657	F2CC	CA5A	71F8	7361
1	91CF4	7145C	694CF	8869F	1A5AA	15E26	C934	CB92
1	DAF3	102BA	10497	E42B	9F9B	9905	84AF	84D1
1	5E2EB	86704	8C1E1	67C3D	5EA88	5AFF5	516FA	506E6
1	1CE51	29884	2B863	1FCD7	1CBF8	1B996	18A1E	18424
1	5079F	3F772	3BB00	4B8B9	F5E4	CCBC	7344	74D9
1	92403	71CD8	69DA8	88E4F	1A956	160FA	CAAE	CD2A
1	DBF9	1038A	1055A	E523	9FFC	99E0	2	F1C284
1	1CE2D	297E4	2B797	1FCAA	1CBD7	1B97D	18A17	18416
1	50492	3F6E1	3BA6D	4B679	F630	CCF1	7363	74F8
1	920AE	71BFA	69C75	88BBF	1A94E	160D1	CA8F	CD0A
1	DBAC	1031A	104D4	E4CB	9F9F	9905	84B1	84D1
1	5E477	868EE	8C33D	67DFB	5EBDB	5B142	51843	50818
1	1CF9D	29A83	2BA4B	1FE56	1CD28	1BAB9	18B1C	18519
1	509BC	3F832	3BB0C	4BAC2	F3A5	CB00	7215	7390
1	92C19	72216	6A176	895F9	1A887	1605F	CA24	CC8B
1	DB86	102A8	10456	E4A8	9F16	9877	841A	8432
1	5E555	86AC6	8C5A4	67F85	5ED2A	5B294	51927	508C4
1	1D20A	29E06	2BE25	20113	1CFA5	1BD2E	18D51	18738
1	504C2	3F4FC	3B87A	4B5CE	F5BF	CCDF	7320	74B4
1	92755	71F38	69F81	89112	1AA67	16209	CB12	CD90
1	D8A6	FF7F	10128	E194	9C25	9590	816B	8190
1	5D5DD	859E7	8B458	66F0C	5DE22	5A3C1	50BD0	4FBAC
1	1CF33	29AF7	2BAE7	1FE12	1CD0C	1BA9D	18B0F	18503
1	F38A	13A77	14106	1048F	D362	CB9C	B3D4	B363
1	61956	8B7E0	914B3	6B862	620B5	5E34D	545A9	534C2
1	17ED3	2266B	240CF	1A53B	17BEA	16CA0	14554	14038
1	5FA5E	4B595	46D6A	59BF6	121D9	F063	879B	89C6
1	89994	6AE15	634BE	80B70	18CF5	148BA	BCBE	BF54
1	EFEB	136DB	13D75	100F2	D0A5	C8EC	B152	B0E1
1	60E62	8AC43	908DD	6AD2D	61576	5D825	53B1E	52A3E
1	17CD3	2246E	23ECA	1A334	179E6	16A9E	1437D	13E63
1	5F413	4AF07	4667C	595B9	120F5	EF8E	874B	8967
1	893B2	6A8AC	62EE8	805E6	18C5F	14837	BC9E	BF2B
1	F374	13CDC	14377	1055E	D4F1	CCD1	B4AF	B444
1	61765	8BD81	919A8	6B9AF	621CD	5E2BA	543C2	5331D
1	17C03	22386	23DB1	1A299	17983	16A13	142D8	13DCF
1	5FC2E	4B7BA	46F6F	59E08	1234B	F1AF	8855	8A9E
1	89466	6AAB1	6318E	806E1	18D04	148FA	BCE5	BF9B
1	F602	13FC8	14673	10811	D7CC	CFAE	B762	B6ED
1	61DBF	8C37F	91F8A	6C033	627EA	5E8FC	549A6	538B2
1	17AC5	221B5	23BC1	1A143	17835	168D8	141B4	13C99
1	60276	4BB3B	4732C	5A38E	12501	F36B	8954	8BB1
1	88D1B	6A3C5	62BD2	7FFBF	18BD0	14856	BC7D	BF51
1	F059	13933	13FDB	10219	D2D0	CACB	B309	B297
1	60CBA	8ADE7	909A2	6ADA7	61608	5D740	539CA	528E7
1	17931	21FB5	239BB	19F86	17662	16700	14009	13AEF
1	608C8	4C032	477AD	5A97B	126E6	F4FE	8A63	8CC6
1	89474	6A99A	630CD	806B8	18DB4	149CF	BD89	C052
1	F345	13CED	143B2	1054B	D5A3	CD86	B571	B500
1	61253	8B540	911A9	6B412	61C52	5DD43	53F2D	52E57
1	177FD	21E00	23815	19E49	1755A	165F9	13F29	13A16
1	60D00	4C2FD	47A5F	5AD39	1274F	F551	8A60	8CD2
1	8903D	6A5EB	62D90	8029A	18CAF	148FB	BCDD	BFB5
1	F365	13D42	14419	10582	D640	CE29	B602	B599
1	60C2A	8ABB7	90746	6AD2C	61637	5D7B4	53A19	52959
1	173A3	217D7	23174	19979	17106	161E7	13B86	13672
1	60B06	4C0F5	47822	5AB69	123F5	F274	88BA	8B3D
1	882AD	69B57	6237A	7F61A	18839	14541	BA93	BDA3
1	F5B8	1404B	14754	10808	D94A	D12C	B8F9	B88C
1	616D0	8B714	91369	6B81D	62015	5E15E	5438D	532A8
1	1742E	2180C	231CA	199F5	17164	1623F	13BEE	136D3
1	6083F	4BF1D	47677	5A8CA	125D1	F3FE	8993	8C18
1	8813D	69B45	62385	7F507	189AE	14666	BB3A	BE41
1	F551	13FA8	146B7	10796	D8CF	D0AF	B881	B813
1	61274	8B00A	90C44	6B319	61B87	5DCD2	53F8E	52EA2
1	172BC	215BF	22F62	19850	16FD6	160C0	13AA2	13582
1	60FFC	4C4B8	47C24	5AFB8	1276D	F558	8A3C	8CEA
1	875B0	69114	61A5B	7E994	18778	14478	B9F4	BD2D
1	F69B	142F8	14A3E	1094A	DB23	D30D	BA94	BA1F
1	6102E	8AFD5	90AD4	6B0E8	618C5	5DB26	53D87	52C8E
1	16D6D	20E7A	22741	19274	16A63	15BCC	1361D	1310F
1	60DC3	4C566	47C8C	5AF33	1277B	F5AE	8A57	8D14
1	86859	688FA	61243	7DEB1	18560	14300	B902	BC3A
1	F597	142E8	14A72	1087C	DAD4	D2B4	BA0F	B9A3
1	61239	8B59A	91272	6B3C2	61B2E	5DD1F	53E66	52DA4
1	16EE8	21076	229B7	19409	16BE0	15D2B	13746	1323E
1	87229	68FF1	617E8	7E769	18742	144A0	B9CB	BD19
1	F9A1	14656	14DF1	10C65	DEFC	D6E7	BE5C	BDED
1	61F57	8BEAF	91BED	6BFDD	627BB	5E9F0	54BBF	53B04
1	16FA1	21079	229CD	1948C	16C5B	15DB5	137EE	132E7
1	6255A	4D78C	48B1E	5C45F	1283A	F650	8AF8	8CAD
1	87298	690D6	6173E	7E73F	184E4	14292	B90A	BB8D
1	F7DB	1459F	14D4B	10AC0	DD7A	D55F	BCC6	BC5B
1	6116B	8AFAB	90B54	6B12C	619A2	5DC4E	53ED8	52E59
1	16A77	20919	22191	18ED2	16727	158C6	13379	12E91
1	62626	4D7E3	48B63	5C50B	128DE	F6CD	8B45	8CF8
1	86266	683DC	60AFD	7D7E2	1824F	14041	B7CD	BA28
1	F6B7	144AA	14C86	109AC	DD3E	D542	BCC2	BC55
1	60D2A	8A8F6	90525	6AC53	61491	5D858	53B62	52B11
1	16838	205C7	21E48	18C48	164AF	156A4	1318F	12CBA
1	62EA4	4DF35	4926E	5CD56	12B8B	F962	8CB3	8E8A
1	864C1	685F0	60CF0	7DA39	1831E	14144	B85C	BAD2
1	FA1D	14A24	15250	10D9C	E0CA	D8B4	BFAE	BF41
1	6169E	8B9E7	91760	6B7BA	61D4A	5E0BF	541DD	531A0
1	16785	2057E	21E1B	18BBD	163C9	155C3	13096	12BCC
1	625DA	4D63C	4899E	5C45D	12817	F668	8B18	8CD3
1	854F5	678AA	6007D	7CB08	17F95	13E41	B6B1	B912
1	F9B9	14A53	15278	10D69	E0F2	D8C0	BFCB	BF5C
1	60F0C	8AF58	90B80	6AFD2	6157A	5D867	53B3A	52B23
1	16361	1FF52	2176A	18731	15F85	15181	12CFE	1284C
1	85476	67CA9	604E4	7CBF1	181B1	13FAD	B7A6	BA17
1	FEA0	1507F	15903	112B4	E640	DDF7	C4AF	C3F1
1	61CB0	8BFE6	91E20	6BE52	622E9	5E598	54793	53647
1	1629E	1FE49	216C3	1865E	15EA6	150A5	12C45	1277B
1	63FA7	4ED77	4A08C	5DD8B	12EB2	FB78	8E4B	9056
1	85650	67C51	604E7	7CD2F	18162	13F36	B7A8	BA1B
1	FB47	14CE8	15593	10F34	E37C	DB3E	C204	C196
1	60F7B	8AFC6	90E8F	6B036	61644	5D93E	53B41	52B6E
1	15FE4	1FAD0	2135A	1837C	15C29	14E3F	129E0	1254C
1	63AAE	4E71A	499C4	5D7FE	12D9D	FB18	8DAD	8FB5
1	84C95	672B5	5FB05	7C34F	17F44	13DCB	B664	B8CA
1	FF80	15203	15AC9	113D0	E816	DFBC	C624	C563
1	61EF3	8C175	920C6	6C0C4	62594	5E803	54877	5373D
1	1613A	1FC0A	214B0	184D4	15D48	14F4A	12AC4	12602
1	64A1A	4F670	4A96A	5E78F	131DD	FE55	8F91	91AD
1	84A5B	67379	5FD08	7C249	17F51	13DB1	B656	B8AF
1	FFB3	1526C	15B5E	11400	E8ED	E0A1	C704	C64A
1	61A16	8B8D6	9183A	6BAD9	620EF	5E3AC	5449E	533B1
1	15D31	1F631	20EB0	18069	15975	14B96	12772	122CD
1	64099	4EB0A	49E30	5DD1A	12DFD	FB0C	8DDE	8FD8
1	83CCE	6661E	5F082	7B47E	17C03	13B08	B4F3	B739
1	FE1E	151EA	15B25	1129A	E7D1	DF83	C5EA	C529
1	610EA	8B04B	91098	6B19B	6182B	5DB08	53CCB	52BBE
1	15A43	1C0000	64F7	904F9D	504ACE	405EC1	E0134B	A00FFC
1	83C37	667A2	5F277	7B4AC	17E36	13C45	B578	B807
1	10327	1588B	16179	117F9	ED62	E505	CB08	CA4C
1	62064	8C4F2	92389	6C1DC	6277E	5EA23	54A73	53982
1	15A34	1F244	20A90	17D2A	15671	148AC	124D0	12031
1	654F4	4FC75	4AF70	5F0BC	13369	FEA6	8FB3	91E8
1	83DF9	667A5	5F2A5	7B5E2	17D17	13B53	B4EC	B758
1	FE29	15205	15B79	1129C	E87E	E03E	C6D5	C610
1	60DF4	8AA84	90B8C	6ADC2	61500	5D816	53B0C	529DE
1	1579D	1EE4F	206DF	17A50	153E8	14637	122D0	11E1E
1	649AC	4F0F7	4A433	5E552	12E68	FB97	8E28	902C
1	82C93	65819	5E428	7A4E3	17830	13818	B322	B57D
1	10140	1582B	16149	116B5	ECF0	E41C	CA48	C985
1	61137	8B511	912BF	6B424	61C1A	5DCFB	53F62	52E2D
1	1544C	1E9F4	201A0	176FC	1511C	14347	12036	11B88
1	652F1	4FA45	4AD61	5EF00	1337D	FEF9	8FE7	9232
1	82ACB	65841	5E4B0	7A427	179CC	138EB	B375	B609
1	103F0	15B5C	1644D	11990	F00B	E73A	CD46	CC85
1	61B02	8C135	91E28	6BEA2	62607	5E6CE	54849	53738
1	154F5	1EB33	800000	CA94C	9F6C0	95D6E	BE09E	264B4
1	825A1	65412	5E14B	79F10	17832	137A8	B296	B535
1	102B9	15A43	1634D	1187E	EF35	E66E	CC6B	CBA7
1	6158E	8B9A6	916BC	6B937	620CF	5E1F2	5438D	5325A
1	15372	1E8A0	20047	17625	15043	14284	11F69	11ABD
1	6569A	4FB03	4AE42	5F16C	1316D	FD4B	8EC1	910D
1	822B3	6506A	5DDC4	79BCF	176E1	136AB	B1F0	B492
1	1050E	15D48	16655	11AFB	F1C0	E8ED	CEB7	CDEE
1	61885	8BCDC	91940	6BC14	6236F	5E499	54607	534A5
1	151B1	1E621	1FD77	17425	14E39	14090	11DA1	118E5
1	66B00	50C41	4BF30	60507	13718	10252	9195	9424
1	8214D	6506C	5DE6E	79AC9	177E3	137C1	B297	B566
1	10098	15917	1625A	11660	EE00	E538	CB2E	CA6D
1	605B0	8A668	90291	6A745	6106B	5D1F6	534BA	52398
1	14D03	1DFAF	1F6AB	16EDE	149A7	13C29	119BE	11510
1	65B58	4FD62	4B060	5F579	131DA	FDCD	8F33	9199
1	812E6	6438A	5D1E2	78CB6	173FF	13474	B0CE	B398
1	10452	15D73	166D4	11A37	F1EB	E914	CEE8	CE2A
1	60CDF	8ACF4	9093D	6ADB3	616FE	5D882	53B7A	52A6F
1	14B81	1DD2C	1F409	16CEF	147D3	13A6D	1183B	1139C
1	8163A	648A3	5D73E	790E3	17447	13499	B0CF	B3BD
1	10AD2	16646	16FD8	1217B	F8CA	EFDC	D4D2	D418
1	61E9D	8C4BB	920C7	6C1B1	628C0	5EA6E	54A43	53960
1	14B53	1DCAD	1F336	16CC8	14786	13A45	117D3	11345
1	67B6D	51B11	4CD4D	61548	13B44	10610	9363	9653
1	81F75	650C3	5DE9B	799E6	177C9	137CF	B23F	B565
1	10559	1603B	169F6	11BAA	F32B	EA58	CFC5	CF09
1	60717	8A715	90388	6A7D6	61017	5D29A	5351B	52451
1	146F3	1D65A	1ECC9	167D1	142ED	135F0	11419	10F96
1	67042	5109D	4C328	60A00	137DA	10322	91EC	94A9
1	80729	63CA0	5CB95	78288	1728F	13352	AFCE	B2CD
1	10A9B	16582	16F47	1210C	F953	F077	D5BC	D4FF
1	616D7	8B388	90F7C	6B734	61FD3	5E25A	54467	533B3
1	146C6	1D507	1EB36	1676A	14284	1359D	113D8	10F60
1	67D35	51C5B	4CD3A	6174C	13A99	10582	934D	962F
1	8025B	63A71	5C89F	77F0C	1725E	13326	AFDB	B2E2
1	10A39	166C4	170E6	120E7	F995	F0B0	D5D3	D51F
1	61574	8B658	913BE	6B5EE	61E87	5E105	542AA	5325D
1	145A2	1D3D0	1EA33	16617	1416B	13492	112E0	10E81
1	67A5B	380000	FF4C	40C68E	C0B822	80EEE6	802E21	A02643
1	10604	1626C	16CB3	11C90	F584	ECCB	D220	D16B
1	60657	8A4A7	9024B	6A5D9	60E5D	5D1F8	5349D	52446
1	1435A	1D08B	1E6CD	16392	13EC1	1322A	110B2	10C53
1	683E4	52059	4CF12	61C90	13971	104E4	9393	9559
1	7F3B4	62DB7	5BAFC	7704D	16E68	13027	AEC5	B10E
1	10D1A	16BC8	1764A	1243A	FD29	F42E	D91E	D869
1	616B9	8B999	9174C	6B772	61E4D	5E0E5	5437D	53348
1	14190	1CE01	1E409	1619E	13CC4	1301B	10F11	10AC9
1	68E65	52A31	4D850	62724	13E14	108A0	961D	97FE
1	7F203	62D41	5BA6B	76F12	16F9A	130D9	AFA0	B1E2
1	10BB8	16A53	17500	122C7	FC0B	F319	D844	D796
1	60F39	8AF1C	90D74	6AF11	61631	5D915	53D00	52D20
1	13F41	1CA9B	1E0B2	15F0D	13A56	12DC3	10D10	108E1
1	691AC	52ACC	4D8ED	6293B	13C46	106EF	9507	96F1
1	7F2B1	62C7C	5B9B8	76F03	16E11	12F65	AEA0	B0E9
1	10DC2	16D22	177E4	12511	FE38	F540	D9FB	D979
1	13F06	1CA0A	1E020	15ECB	139E4	12D58	10C67	1087D
1	6AD81	5427C	4F055	64437	14069	10A2F	967E	9903
1	7F8F3	6329F	5C07A	7758F	16E8D	12FBF	AE6A	B137
1	10F3D	16F13	179C7	126B5	10048	F755	DBE4	DB34
1	615CA	8B684	91405	6B656	61DBF	5E0E6	5427B	532BC
1	13D98	1C7FA	1DDB8	15D40	138B1	12C44	10B5B	1073F
1	6A029	53637	4E448	63743	13FA4	10A21	965F	987C
1	7E96A	62616	5B4AF	76710	16D40	12F0F	AE00	B057
1	10A98	169B1	1749B	121E8	FBF7	F30F	D7EE	D733
1	60A37	8A8AD	907BA	6AA5E	611FC	5D532	537B2	527C3
1	13D4E	1C7BF	1DDE3	15CFF	1384F	12BDB	10B04	106D8
1	69D59	53491	4E2D9	634EA	13D7D	1085F	9573	9766
1	7E292	62096	5AFA3	760C7	16AA9	12D06	ACED	AF17
1	10EA6	16EFF	17A0A	1265A	10045	F74A	DBB8	DAB3
